id,distribution,consent,gender,age,mcq,stars_test1,stars_int1,stars_help1,stars_test2,stars_int2,stars_int3,stars_int4,stars_test3,stars_int5,stars_test4,stars_int6,stars_int7,stars_test5,stars_int8,stars_test6,stars_help2,stars_int9,stars_int10,stars_help3,stars_int11,stars_test7,stars_test8,stars_help4,stars_m_test1,stars_m_int1,stars_m_help1,stars_m_test2,stars_m_int2,stars_m_int3,stars_m_int4,stars_m_test3,stars_m_test4,stars_m_int6,stars_m_test5,stars_m_int8,stars_m_test6,stars_m_help2,stars_m_int10,stars_m_help3,stars_m_int11,stars_m_test7,stars_m_test8,stars_m_help4,rmars_test1,rmars_test2,rmars_test3,rmars_test4,rmars_test5,rmars_test6,rmars_test7,rmars_test8,rmars_test9,rmars_test10,rmars_num1,rmars_num2,rmars_num3,rmars_num4,rmars_num5,rmars_course1,rmars_course2,rmars_course3,rmars_course4,rmars_course5,rmars_s_test1,rmars_s_test2,rmars_s_test3,rmars_s_test4,rmars_s_test5,rmars_s_test6,rmars_s_test7,rmars_s_test8,rmars_s_test9,rmars_s_test10,rmars_s_num1,rmars_s_num2,rmars_s_num3,rmars_s_num4,rmars_s_num5,rmars_s_course1,rmars_s_course2,rmars_s_course3,rmars_s_course4,rmars_s_course5,sticsa_trait_1,sticsa_trait_2,sticsa_trait_3,sticsa_trait_4,sticsa_trait_5,sticsa_trait_6,sticsa_trait_7,sticsa_trait_8,sticsa_trait_9,sticsa_trait_10,sticsa_trait_11,sticsa_trait_12,sticsa_trait_13,sticsa_trait_14,sticsa_trait_15,sticsa_trait_16,sticsa_trait_17,sticsa_trait_18,sticsa_trait_19,sticsa_trait_20,sticsa_trait_21,sticsa_pre_state_1,sticsa_pre_state_2,sticsa_pre_state_3,sticsa_pre_state_4,sticsa_pre_state_5,sticsa_pre_state_6,sticsa_pre_state_7,sticsa_pre_state_8,sticsa_pre_state_9,sticsa_pre_state_10,sticsa_pre_state_11,sticsa_pre_state_12,sticsa_pre_state_13,sticsa_pre_state_14,sticsa_pre_state_15,sticsa_pre_state_16,sticsa_pre_state_17,sticsa_pre_state_18,sticsa_pre_state_19,sticsa_pre_state_20,sticsa_pre_state_21,mcq_stats_1,mcq_stats_2,mcq_stats_3,mcq_stats_4,mcq_stats_5,mcq_maths_1,mcq_maths_2,mcq_maths_3,mcq_maths_4,mcq_maths_5,sticsa_post_state_1,sticsa_post_state_2,sticsa_post_state_3,sticsa_post_state_4,sticsa_post_state_5,sticsa_post_state_6,sticsa_post_state_7,sticsa_post_state_8,sticsa_post_state_9,sticsa_post_state_10,sticsa_post_state_11,sticsa_post_state_12,sticsa_post_state_13,sticsa_post_state_14,sticsa_post_state_15,sticsa_post_state_16,sticsa_post_state_17,sticsa_post_state_18,sticsa_post_state_19,sticsa_post_state_20,sticsa_post_state_21
n33R4,anonymous,Yes,female,27,stats,3,2,2,2,1,3,3,3,1,4,2,1,4,1,4,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,2,3,3,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,4,4,2,4,4,1,3,1,1,2,2,2,2,2,1,1,1,3,2,3,1,1,1,3,2,3,2,2,1,1,1,3,1,2,1,1,1,1,2,2,3,1,1,1,2,2,2,1,2,1,1,2,3,1,2,2,1,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,2,2,3,1,1,1,1,2,3,1,2,1,1,1,3,1,2,1,1
14hab,anonymous,Yes,female,19,maths,3,3,2,2,2,1,5,3,1,4,3,2,3,3,5,2,2,4,2,2,2,3,2,2,3,2,3,3,3,3,4,3,2,3,3,4,3,NA,2,4,2,2,2,4,5,5,5,4,5,3,3,5,3,1,1,1,3,3,2,2,3,2,2,4,4,4,5,5,4,5,4,5,3,1,4,4,4,4,2,3,3,3,2,1,3,2,2,2,NA,2,3,3,4,2,2,3,2,1,3,4,1,4,2,4,1,3,1,2,1,1,3,1,1,1,2,1,2,3,1,1,3,1,3,2,3,NA,NA,NA,NA,NA,1,1,0,1,1,2,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,2,1,1
A3fBz,anonymous,Yes,other/pnts,26,stats,4,2,5,3,2,1,4,4,2,4,3,2,3,2,5,5,2,3,5,2,4,5,5,4,1,5,4,2,2,3,5,5,2,3,3,5,5,3,4,3,4,3,5,4,4,4,4,4,5,5,4,5,5,2,2,2,2,2,2,3,4,3,4,4,4,4,5,4,5,5,4,4,5,2,2,2,2,2,2,2,4,3,4,4,4,4,4,3,2,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,1,2,4,4,3,1,1,1,2,3,1,1,3,1,1,4,3,1,4,2,1,0,1,1,0,0,NA,NA,NA,NA,NA,4,3,1,1,3,1,2,3,4,3,3,1,1,3,2,1,3,3,3,3,2
y9Spo,anonymous,Yes,female,19,stats,4,3,4,5,3,2,4,5,2,3,3,3,3,4,4,3,1,2,3,2,4,3,2,4,3,3,4,3,3,4,4,4,1,3,2,4,3,4,3,3,2,2,3,3,3,3,5,3,4,5,4,3,4,1,2,2,2,2,2,3,5,3,2,5,3,4,4,2,3,4,3,5,5,1,3,3,3,3,2,3,3,2,2,3,4,3,1,3,2,2,4,2,3,4,3,4,3,3,4,4,1,2,2,4,1,2,3,1,2,1,2,1,3,3,2,1,3,3,3,3,3,3,1,3,4,1,1,1,1,0,NA,NA,NA,NA,NA,2,2,4,1,2,1,1,2,1,2,4,2,2,2,2,3,4,3,3,3,4
uaJGu,anonymous,Yes,male,20,maths,2,2,1,2,2,2,2,3,1,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,2,3,2,3,2,2,2,2,2,2,2,3,4,2,3,4,2,2,4,1,2,2,2,2,1,2,1,3,2,2,2,2,3,2,2,3,2,4,3,1,2,2,2,2,1,2,2,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
FY4Qd,anonymous,Yes,female,19,stats,5,4,5,5,5,3,4,5,2,5,2,3,5,3,5,4,1,2,4,4,4,5,4,3,4,3,4,3,2,3,4,4,1,4,2,4,2,3,3,3,2,3,3,3,4,3,3,2,3,3,3,3,4,1,1,1,1,1,2,3,3,3,2,4,5,5,5,3,4,4,4,5,5,1,2,2,2,1,2,2,2,3,3,1,1,4,3,2,2,2,1,3,3,2,1,4,1,2,1,4,1,2,2,1,1,1,3,2,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1
qtaGK,anonymous,Yes,other/pnts,19,stats,5,2,2,4,5,2,5,4,1,5,2,2,5,1,5,3,2,5,3,5,2,3,2,3,2,2,4,3,3,4,3,5,1,5,4,5,2,5,1,4,2,1,1,2,3,3,3,3,4,5,3,2,5,1,2,1,1,4,1,2,3,2,2,3,2,5,5,5,5,5,5,5,5,1,5,5,5,3,2,4,2,5,2,2,4,4,4,2,1,3,1,3,4,2,1,3,3,2,4,3,2,4,2,3,1,3,2,4,1,1,4,1,3,2,2,1,3,2,1,3,3,1,2,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,3,1,3,1,1,4,1,3,1,3,1,4,3,1,1,1,1,1,1,1
fXyk6,anonymous,Yes,female,19,stats,2,2,2,2,1,1,3,4,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,3,1,2,2,2,2,NA,1,1,2,2,2,2,2,1,2,1,1,3,2,2,3,1,1,1,1,1,1,2,1,1,1,2,2,2,4,1,2,3,2,4,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,1,1,2,2,3,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1
30f1u,anonymous,Yes,female,18,stats,3,3,2,2,1,2,3,4,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,3,3,2,2,2,3,2,3,3,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,1,2,2,2,3,2,1,2,2,2,2,3,2,2,3,2,3,3,3,4,2,2,3,2,3,3,1,2,2,2,3,3,2,2,3,2,1,3,3,2,3,2,2,1,2,3,4,3,1,3,3,2,4,2,3,2,1,1,3,2,2,2,1,2,2,2,3,3,2,1,3,3,1,3,1,3,2,2,1,0,1,1,0,NA,NA,NA,NA,NA,1,3,1,1,3,1,2,1,3,2,4,2,1,2,3,1,4,1,2,1,1
iD9hw,anonymous,Yes,female,19,stats,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,1,1,1,2,2,2,3,3,3,2,2,3,2,1,2,1,2,2,1,2,2,1,2,2,3,1,1,2,1,3,2,1,2,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bq9vF,anonymous,Yes,other/pnts,19,stats,3,3,2,2,2,3,4,3,2,5,2,2,4,2,5,2,2,1,2,3,1,2,2,3,3,2,3,2,2,2,3,5,2,3,2,5,2,2,2,2,1,2,1,3,3,4,3,1,3,5,2,4,5,1,1,1,2,2,1,2,1,2,1,3,2,4,3,1,3,5,2,4,5,1,1,1,1,1,1,2,1,2,1,3,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,4,1,1,1,3,1,1,2,2,1,1,2,2,1,3,1,2,2,1,1,1,2,1,0,0,1,1,0,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,2,2,1,2,1,2,2,3,2,1,2,1,2,1
VrH7Z,anonymous,Yes,female,19,maths,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,0,1,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ABIG8,anonymous,Yes,female,18,stats,5,5,4,5,5,4,4,5,1,4,5,5,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,3,5,4,4,4,5,5,5,4,5,4,4,5,5,4,4,5,5,5,5,3,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3
DQMDF,anonymous,Yes,female,19,stats,3,3,5,4,2,2,5,4,1,4,3,2,4,3,4,4,4,2,4,2,2,5,4,3,1,4,2,3,1,2,4,3,1,4,2,4,4,2,4,2,2,3,3,3,4,4,4,4,1,4,3,4,4,1,1,1,1,1,1,1,2,1,1,3,4,4,4,4,4,4,3,5,4,1,4,3,3,3,1,1,2,2,1,3,1,3,2,1,1,1,2,3,3,1,2,1,1,1,4,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
Bawej,anonymous,Yes,male,18,maths,5,4,5,5,4,4,5,5,2,4,4,4,5,4,5,4,3,5,4,4,3,5,5,5,4,4,4,3,4,3,5,4,1,5,3,5,4,4,NA,3,1,5,4,5,4,4,5,3,4,5,1,5,3,3,2,2,2,4,2,4,2,4,2,5,5,4,5,4,3,4,2,5,3,3,4,4,3,4,2,4,2,4,2,4,4,4,4,4,2,3,3,4,4,4,2,3,2,3,3,4,3,4,4,2,2,2,4,4,4,2,1,2,4,4,3,1,4,2,2,2,3,1,4,3,1,NA,NA,NA,NA,NA,0,1,1,0,1,2,2,3,3,3,3,2,2,2,3,3,2,3,3,2,2,4,1,3,2,3
5R6kh,anonymous,Yes,female,19,stats,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,3,2,2,1,3,2,2,1,2,2,2,3,1,2,1,4,2,1,2,2,2,2,1,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,2,2,3,2,1,2,2,2,2,1,2,1,1,2,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
uQ6Yl,anonymous,Yes,female,19,maths,5,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,2,5,4,5,4,5,4,5,4,4,5,4,4,4,4,4,2,5,4,4,4,4,4,5,4,4,4,3,5,3,4,4,3,3,2,5,3,1,2,2,2,2,2,3,4,2,2,5,5,5,4,4,5,5,4,5,5,1,4,4,3,4,3,4,4,4,2,3,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,1,3,2,2,1,1,3,4,3,1,1,1,2,3,2,2,2,1,1,3,2,1,3,1,1,NA,NA,NA,NA,NA,0,1,0,0,1,3,2,3,2,3,1,1,2,3,3,3,2,2,2,1,3,3,2,3,3,1
ubxCE,anonymous,Yes,other/pnts,18,maths,5,3,3,5,5,4,5,5,4,4,3,2,3,3,5,3,3,3,3,4,5,5,2,4,3,5,5,4,4,4,5,5,3,4,3,5,5,3,3,4,5,5,3,5,4,5,5,3,5,5,5,5,5,3,5,2,3,3,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,5,3,1,2,3,2,3,1,2,3,4,2,1,3,2,1,NA,4,2,3,2,1,1,3,2,3,1,1,1,1,3,4,2,1,2,3,2,1,4,1,3,1,1,NA,NA,NA,NA,NA,1,1,1,0,0,3,3,3,1,4,2,3,2,1,1,4,1,3,3,1,1,1,1,1,1,2
k6UDx,anonymous,Yes,male,19,stats,5,4,5,5,4,3,5,5,2,5,4,5,5,4,5,5,4,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,3,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,2,3,3,3,4,3,5,5,4,4,2,5,5,5,5,5,5,4,5,5,2,5,5,4,4,2,5,4,5,4,3,2,4,3,3,2,1,2,3,4,2,2,3,1,2,3,4,3,3,2,1,2,2,3,3,2,1,1,1,2,2,1,1,2,1,1,3,3,2,3,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,4,3,4,2,1,3,1,2,3,3,1,2,4,1,1,2,4,4,3,3,2
hVnBV,anonymous,Yes,female,19,maths,4,3,5,4,4,4,4,5,3,4,4,4,5,3,4,5,1,2,4,4,4,5,3,4,4,5,4,4,4,4,5,5,1,5,3,5,5,2,4,4,4,5,3,4,4,5,5,4,4,4,5,5,5,2,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,2,4,3,3,3,4,4,4,4,4,3,2,3,3,3,2,2,3,3,4,1,3,4,2,1,1,4,2,3,4,4,2,1,3,3,2,1,2,2,3,3,1,2,4,2,1,1,3,2,3,4,3,NA,NA,NA,NA,NA,1,1,0,1,0,3,2,2,3,3,2,2,3,3,4,1,2,3,1,2,2,4,2,3,3,3
FgC2w,anonymous,Yes,other/pnts,20,stats,2,3,3,3,3,2,3,3,3,3,3,3,3,2,4,3,2,3,3,3,1,3,3,3,3,2,2,3,2,2,3,3,1,3,2,3,2,1,2,2,2,2,1,2,3,3,3,3,3,3,2,4,3,1,2,2,2,3,1,2,2,2,2,3,4,3,4,3,3,3,3,4,4,1,4,3,3,3,1,2,3,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dtOna,anonymous,Yes,male,20,maths,4,2,3,5,3,2,4,5,1,4,3,3,3,3,5,3,1,1,2,1,3,4,2,4,4,2,5,4,3,2,4,4,2,3,3,5,3,1,3,3,4,4,2,3,5,3,5,4,4,5,5,4,3,1,1,1,1,3,1,2,4,3,2,4,4,3,5,4,5,5,4,5,3,1,4,4,3,3,1,1,3,2,1,3,2,3,2,2,1,2,3,3,3,2,3,4,1,1,3,3,2,3,2,3,1,1,2,2,1,1,1,1,2,3,2,1,3,1,1,3,2,1,2,1,1,NA,NA,NA,NA,NA,1,0,0,1,NA,1,2,2,2,1,1,1,1,3,2,3,1,3,1,1,3,2,2,3,1,2
3fsST,anonymous,Yes,female,60,maths,4,4,2,5,3,2,5,5,1,5,4,2,3,4,5,1,2,2,1,4,4,4,2,5,4,4,5,4,4,3,4,5,1,3,3,5,1,2,2,4,4,5,2,4,4,4,5,4,4,4,4,5,4,1,1,1,1,2,1,2,4,4,2,4,5,5,5,5,5,5,5,5,5,1,2,4,2,2,2,4,2,4,4,1,2,1,3,2,1,2,1,2,4,3,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,1,1,0,1,0,1,1,2,3,1,1,1,1,2,2,3,1,3,1,1,2,2,1,2,1,1
SZWB3,anonymous,Yes,female,18,maths,5,5,1,5,5,5,3,5,1,4,5,5,3,5,5,3,5,5,2,5,5,5,2,5,5,2,5,5,5,5,5,5,5,3,5,5,2,5,3,5,5,4,2,5,4,5,5,5,5,5,5,5,5,1,4,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,4,5,4,3,3,4,4,3,3,4,4,3,4,4,4,3,4,1,4,4,3,4,3,4,3,3,1,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1
WhMr1,anonymous,Yes,female,19,stats,4,3,3,5,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,2,2,4,3,3,4,4,4,3,4,4,2,3,3,4,3,3,3,3,4,2,3,3,5,4,5,4,4,4,5,5,5,2,3,3,3,4,2,4,4,4,3,4,4,4,4,3,4,4,5,5,5,2,3,3,2,2,2,4,4,3,3,3,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,1,2,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,4,1,2,1,1,NA,1,2,1,1,1
kMNiI,anonymous,Yes,female,20,stats,4,3,3,3,4,4,4,4,4,4,5,5,5,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,5,4,4,3,3,3,3,3,4,4,4,3,3,4,5,3,4,4,4,5,3,3,4,3,3,4,4,3,4,4,5,4,5,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,3,2,2,3,2,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,1,0,0,0,NA,NA,NA,NA,NA,NA,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,3,2,2,2,3,2
0c4cs,anonymous,Yes,female,20,maths,5,5,5,5,3,5,4,5,3,5,5,5,5,4,5,4,3,5,3,5,5,5,2,5,5,4,5,4,5,5,5,5,3,5,5,5,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,5,4,5,3,4,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,4,5,3,4,3,4,4,4,4,3,4,3,3,4,3,2,4,3,4,4,4,3,4,4,1,3,4,4,4,4,3,4,2,3,4,4,1,4,4,4,4,4,3,4,4,2,NA,NA,NA,NA,NA,1,1,1,1,0,3,4,4,4,4,3,4,2,4,4,4,2,4,4,3,4,4,3,4,4,1
X4X9u,anonymous,Yes,female,19,maths,4,4,3,3,3,3,2,4,3,3,3,3,3,2,4,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,2,4,2,2,3,4,3,4,4,3,4,4,4,4,3,3,4,3,4,5,2,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,1,2,2,2,2,2,2,4,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,0,1,0,0,2,2,1,1,1,1,1,2,3,1,3,1,2,1,1,1,1,2,1,1,1
N6FTh,anonymous,Yes,female,19,stats,3,3,4,4,4,3,4,5,3,4,3,4,4,3,5,4,2,4,4,4,3,4,4,3,4,4,4,3,3,3,5,5,3,4,4,5,3,4,4,3,3,4,4,4,4,4,5,4,5,4,3,5,4,2,2,2,2,4,3,4,3,4,3,3,4,4,4,4,4,4,3,5,4,2,2,2,2,3,2,4,3,3,3,4,3,4,4,4,2,2,3,3,3,2,2,3,2,2,3,3,3,3,2,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1
QDq3A,anonymous,Yes,female,49,maths,3,3,3,3,3,2,3,5,1,4,3,3,4,3,5,2,1,2,2,3,2,4,2,2,3,2,4,2,3,3,5,3,1,4,2,4,2,3,3,3,4,5,3,2,4,4,5,2,3,4,3,4,5,1,2,2,2,3,1,2,1,2,3,3,4,5,5,3,4,5,3,4,5,1,5,3,5,5,1,1,4,2,3,2,3,3,3,2,2,2,2,3,2,3,2,3,2,1,3,3,2,3,2,2,2,2,2,2,1,1,1,1,2,2,3,1,3,1,1,3,2,1,2,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,2,1,1,3,1,1,1,1,1,1,3,1,2,1,1,1,2,2,1,2,2
IxCJg,anonymous,Yes,other/pnts,19,stats,4,4,5,4,3,3,4,4,3,4,3,4,3,2,5,3,2,4,3,4,4,3,4,2,3,4,2,2,2,1,3,3,2,3,2,3,3,2,2,2,2,3,3,3,3,4,3,3,2,4,3,3,4,2,2,1,1,1,2,3,2,3,2,3,3,4,4,3,3,4,2,3,5,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3,3,1,2,3,1,2,4,3,2,3,3,1,1,1,2,3,2,1,1,1,1,3,1,1,1,1,2,3,2,1,3,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,2,1,2,2,2,1,1,1,2,2,2,NA,2,1,2,2,2,1,3,3,1
8VtOH,anonymous,Yes,female,21,maths,5,4,4,5,4,3,4,4,2,5,4,4,5,3,5,5,2,4,4,2,3,4,4,4,2,4,5,3,3,4,4,5,2,5,2,5,4,5,5,3,3,4,4,5,4,5,5,5,5,5,4,5,5,2,3,2,1,2,3,2,3,3,2,5,5,5,5,5,5,5,4,5,NA,2,3,2,2,2,4,3,4,3,4,3,3,3,3,4,1,2,2,3,4,4,4,3,3,1,3,4,2,4,2,1,3,3,3,3,4,3,2,1,3,4,4,4,4,2,1,3,4,2,3,2,2,NA,NA,NA,NA,NA,1,1,0,1,1,3,2,4,2,4,1,1,2,4,3,3,2,3,2,1,3,4,1,3,1,2
B9ptw,anonymous,Yes,female,18,stats,2,2,2,3,3,1,3,5,2,5,2,2,2,1,4,3,2,1,2,1,2,2,3,3,2,2,2,3,3,4,3,5,2,3,2,5,4,1,3,2,3,3,3,1,5,4,5,1,2,4,1,3,5,1,1,1,1,1,1,1,1,1,2,2,5,5,5,3,4,5,4,3,5,1,3,1,1,2,1,1,2,3,4,3,2,3,2,3,2,2,3,3,3,4,3,2,2,1,2,3,2,3,1,2,1,1,2,2,2,1,1,1,1,3,3,3,1,1,1,1,3,1,3,2,1,1,0,1,1,0,NA,NA,NA,NA,NA,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,2,1,1,1
vEL8x,anonymous,Yes,other/pnts,20,stats,3,3,4,3,2,2,3,3,1,3,3,2,3,2,3,2,1,3,2,4,2,3,1,2,2,2,3,2,2,2,2,2,1,3,2,3,1,2,1,2,3,2,1,1,2,2,3,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,3,4,3,4,4,1,4,3,1,2,2,1,2,3,2,2,1,1,2,2,2,4,3,1,2,2,3,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2,1,1,1,2,3,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,2,1,2,4,3,1,1,1,2,1,3,3,2,1,2,2,1,2,1,2,3
qYYts,anonymous,Yes,female,21,maths,2,3,3,3,4,3,3,3,4,3,2,4,4,3,3,4,3,4,4,2,3,2,2,3,3,3,3,4,2,2,4,3,3,4,4,3,3,4,4,3,3,2,2,2,2,2,4,2,3,3,2,4,4,1,2,2,3,3,1,2,3,2,2,2,3,2,4,2,2,4,3,4,4,1,4,2,3,2,1,2,2,2,3,2,1,2,3,2,2,1,2,1,3,1,2,2,1,3,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1
zLJmL,anonymous,Yes,female,21,stats,3,4,4,4,3,3,3,4,2,4,3,4,4,2,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,5,5,2,4,2,5,4,4,4,3,4,4,3,3,4,4,4,4,5,5,3,4,5,1,1,1,2,3,1,2,3,3,4,4,3,3,4,3,4,4,3,4,4,1,4,3,2,4,1,3,4,3,4,3,3,3,4,3,1,2,1,1,4,2,1,1,3,2,3,3,2,3,3,3,3,3,3,4,3,1,2,1,1,4,2,1,1,3,2,3,3,3,3,3,2,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,1
